season,round,circuitId,driverId,constructorId,position,grid,points,laps,status,fastestLapRank
2019,1,albert_park,bottas,mercedes,1,2,26,58,Finished,1
2019,1,albert_park,hamilton,mercedes,2,1,18,58,Finished,2
2019,1,albert_park,max_verstappen,red_bull,3,4,15,58,Finished,3
2019,1,albert_park,vettel,ferrari,4,3,12,58,Finished,8
2019,1,albert_park,leclerc,ferrari,5,5,10,58,Finished,4
2019,1,albert_park,kevin_magnussen,haas,6,7,8,58,Finished,9
2019,1,albert_park,hulkenberg,renault,7,11,6,57,+1 Lap,12
2019,1,albert_park,raikkonen,alfa,8,9,4,57,+1 Lap,11
2019,1,albert_park,stroll,racing_point,9,16,2,57,+1 Lap,7
2019,1,albert_park,kvyat,toro_rosso,10,15,1,57,+1 Lap,6
2019,1,albert_park,gasly,red_bull,11,17,0,57,+1 Lap,5
2019,1,albert_park,norris,mclaren,12,8,0,57,+1 Lap,16
2019,1,albert_park,perez,racing_point,13,10,0,57,+1 Lap,15
2019,1,albert_park,albon,toro_rosso,14,13,0,57,+1 Lap,10
2019,1,albert_park,giovinazzi,alfa,15,14,0,57,+1 Lap,14
2019,1,albert_park,russell,williams,16,19,0,56,+2 Laps,17
2019,1,albert_park,kubica,williams,17,20,0,55,+3 Laps,18
2019,1,albert_park,grosjean,haas,18,6,0,29,Wheel,13
2019,1,albert_park,ricciardo,renault,19,12,0,28,Damage,19
2019,1,albert_park,sainz,mclaren,20,18,0,9,Engine,20
2019,2,bahrain,hamilton,mercedes,1,3,25,57,Finished,2
2019,2,bahrain,bottas,mercedes,2,4,18,57,Finished,3
2019,2,bahrain,leclerc,ferrari,3,1,16,57,Finished,1
2019,2,bahrain,max_verstappen,red_bull,4,5,12,57,Finished,9
2019,2,bahrain,vettel,ferrari,5,2,10,57,Finished,4
2019,2,bahrain,norris,mclaren,6,9,8,57,Finished,12
2019,2,bahrain,raikkonen,alfa,7,8,6,57,Finished,11
2019,2,bahrain,gasly,red_bull,8,13,4,57,Finished,8
2019,2,bahrain,albon,toro_rosso,9,12,2,57,Finished,16
2019,2,bahrain,perez,racing_point,10,14,1,57,Finished,14
2019,2,bahrain,giovinazzi,alfa,11,16,0,57,Finished,7
2019,2,bahrain,kvyat,toro_rosso,12,15,0,56,+1 Lap,5
2019,2,bahrain,kevin_magnussen,haas,13,6,0,56,+1 Lap,13
2019,2,bahrain,stroll,racing_point,14,18,0,56,+1 Lap,17
2019,2,bahrain,russell,williams,15,19,0,56,+1 Lap,19
